Keyword Stats 2026-06-18 at 20_22_19
1. Juni 2025 - 31. Mai 2026
Keyword	Currency	Avg. monthly searches	Änderung über drei Monate	Änderung im Jahresvergleich	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Ad impression share	Organic impression share	Organic average position	In account?	In plan?	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026	Searches: Mar 2026	Searches: Apr 2026	Searches: May 2026
pv kleinanlagen förderung	EUR	50	0%	0%	Unbekannt																				
pv kleinunternehmer	EUR	50	0%	0%	Niedrig	19																			
pv kleinunternehmer oder nicht	EUR	50	0%	-100%	Unbekannt																				
pv kleinunternehmer oder regelbesteuerung	EUR	50	0%	0%	Niedrig	0																			
pv kleinunternehmerregelung oder regelbesteuerung	EUR	50	0%	0%	Niedrig	6																			
pv kollektoren preise	EUR	50	0%	0%	Hoch	100	"0,72"	"2,01"																	
pv kosten 2022	EUR	0	0%	0%	Unbekannt																				
pv kosten einfamilienhaus	EUR	50	0%	-100%	Unbekannt																				
pv kosten je kwp	EUR	50	0%	0%	Hoch	71	"1,33"	"3,52"																	
pv kosten pro kw	EUR	50	0%	0%	Mittel	63	"1,14"	"3,26"																	
pv kosten pro kwh	EUR	50	0%	0%	Hoch	71	"1,55"	"4,33"																	
pv kw preis	EUR	50	-100%	-100%	Unbekannt																				
pv landesförderung	EUR	50	0%	0%	Unbekannt																				
pv leistungsoptimierer kosten	EUR	50	0%	0%	Hoch	100																			
pv liebhaberei	EUR	50	0%	0%	Niedrig	0																			
pv liebhaberei 2023	EUR	50	0%	-100%	Unbekannt																				
pv liebhaberei 30 kwp	EUR	0	0%	0%	Unbekannt																				
pv liebhaberei antrag	EUR	50	-100%	-100%	Unbekannt																				
pv liebhaberei bmf	EUR	50	0%	0%	Unbekannt																				
pv liebhaberei einspeisevergütung	EUR	50	0%	0%	Unbekannt																				
pv liebhaberei formular	EUR	50	0%	0%	Unbekannt																				
pv liebhaberei grenze	EUR	50	0%	∞	Niedrig	0																			
pv liebhaberei umsatzsteuer	EUR	50	0%	0%	Niedrig	0																			
pv liebhaberei über 10 kwp	EUR	0	0%	0%	Unbekannt																				
pv lohnt sich	EUR	50	0%	0%	Hoch	70	"1,57"	"4,93"																	
pv lohnt sich ein speicher	EUR	50	0%	0%	Mittel	43																			
pv magazin steuer	EUR	50	-100%	0%	Unbekannt																				
pv magazine steuertipps	EUR	50	0%	0%	Unbekannt																				
pv mietanlage steuer	EUR	50	0%	-100%	Unbekannt																				
pv mit speicher förderung 2022	EUR	0	0%	0%	Unbekannt																				
pv modul kwp pro m2	EUR	50	0%	0%	Mittel	51																			
pv module förderung	EUR	50	0%	0%	Hoch	67	"1,18"	"3,38"																	
pv module mit warmwasser	EUR	50	0%	0%	Hoch	100	"0,44"	"2,06"																	
pv module preis pro kwp	EUR	50	0%	0%	Hoch	100																			
pv module steuerfrei	EUR	50	0%	0%	Niedrig	23																			
pv module steuerfrei 2023	EUR	50	0%	0%	Unbekannt																				
pv mwst	EUR	50	0%	0%	Niedrig	4																			
pv mwst zurück	EUR	50	0%	0%	Unbekannt																				
pv neue förderung	EUR	50	0%	-100%	Unbekannt																				
pv neue förderung 2022	EUR	0	0%	0%	Unbekannt																				
pv neue steuerregelung	EUR	50	-100%	0%	Unbekannt																				
pv oder solarthermie für warmwasser	EUR	50	0%	0%	Mittel	57																			
pv ohne eeg	EUR	50	0%	0%	Niedrig	5																			
pv ohne steuer	EUR	50	0%	0%	Niedrig	29																			
pv ohne steuer 2023	EUR	50	0%	0%	Unbekannt																				
pv ohne umsatzsteuer	EUR	50	0%	0%	Niedrig	29																			
pv ohne umsatzsteuer 2023	EUR	50	0%	0%	Unbekannt																				
pv preis pro kw	EUR	50	0%	0%	Mittel	64																			
pv preis pro kwp 2022	EUR	0	0%	0%	Unbekannt																				
pv preise 2022	EUR	50	0%	0%	Unbekannt																				
pv privat förderung	EUR	50	0%	0%	Hoch	79	"0,74"	"3,98"																	
pv rechner wärmepumpe	EUR	50	0%	0%	Hoch	71	"0,97"	"3,86"																	
pv rechnung ohne mwst	EUR	50	0%	0%	Niedrig	6																			
pv regelbesteuerung 2023	EUR	0	0%	0%	Unbekannt																				
pv regelbesteuerung oder kleinunternehmer	EUR	50	0%	0%	Niedrig	20																			
pv regelung 2023 steuer	EUR	50	0%	0%	Unbekannt																				
pv sonderabschreibung	EUR	50	0%	0%	Mittel	57	"1,76"	"4,40"																	
pv sonderabschreibung 2022	EUR	50	∞	∞	Niedrig	29																			
pv speicher 10 kw kosten	EUR	50	0%	0%	Hoch	100	"0,57"	"1,67"																	
pv speicher 2023 mwst	EUR	0	0%	0%	Unbekannt																				
pv speicher amortisation	EUR	50	0%	0%	Niedrig	27	"0,21"	"1,68"																	
pv speicher e3dc preis	EUR	50	0%	0%	Hoch	71																			
pv speicher einfamilienhaus	EUR	50	0%	0%	Hoch	74	"0,44"	"2,25"																	
pv speicher fronius preis	EUR	50	∞	0%	Hoch	100																			
pv speicher förderung kfw	EUR	50	-100%	-100%	Unbekannt																				
pv speicher kosten 2022	EUR	0	0%	0%	Unbekannt																				
pv speicher lohnt sich	EUR	50	∞	0%	Mittel	43																			
pv speicher mwst 2023	EUR	0	0%	0%	Unbekannt																				
pv speicher nachrüsten steuer	EUR	50	-100%	-100%	Unbekannt																				
pv speicher preis pro kwh	EUR	50	0%	0%	Hoch	76	"0,23"	"1,47"																	
pv speicher preise 2022	EUR	50	0%	-100%	Unbekannt																				
pv speicher salzwasser kosten	EUR	50	-100%	-100%	Unbekannt																				
pv speicher selber bauen kosten	EUR	50	0%	0%	Hoch	100																			
pv speicher senec preis	EUR	50	∞	∞	Hoch	100																			
pv speicher sonnen kosten	EUR	50	0%	0%	Mittel	61	"0,73"	"2,22"																	
pv speicher steuer	EUR	50	0%	0%	Niedrig	0																			
pv speicher steuerfrei	EUR	50	0%	0%	Niedrig	8																			
pv speicher steuerlich absetzbar	EUR	50	0%	0%	Niedrig	17																			
pv speicher tesla preis	EUR	50	0%	0%	Hoch	100																			
pv speicher umsatzsteuer	EUR	50	0%	0%	Niedrig	5																			
pv speicher umsatzsteuer 2023	EUR	0	0%	-100%	Unbekannt																				
pv speicher varta preis	EUR	50	0%	0%	Hoch	100																			
pv speichersysteme preise	EUR	0	0%	0%	Unbekannt																				
pv steuer 2021	EUR	50	0%	0%	Unbekannt																				
pv steuer 2022	EUR	50	0%	-100%	Unbekannt																				
pv steuer 30 kwp	EUR	50	0%	-100%	Unbekannt																				
pv steuer ab 2023	EUR	50	-100%	-100%	Unbekannt																				
pv steuer auf eigenverbrauch	EUR	50	0%	0%	Niedrig	5																			
pv steuer com	EUR	50	0%	0%	Niedrig	0																			
pv steuer direktverbrauch	EUR	50	0%	-100%	Unbekannt																				
pv steuer eigenverbrauch	EUR	50	∞	0%	Niedrig	0																			
pv steuer eigenverbrauch 2023	EUR	50	0%	0%	Unbekannt																				
pv steuer eigenverbrauch excel	EUR	50	0%	-100%	Unbekannt																				
pv steuer excel	EUR	50	0%	0%	Niedrig	0																			
pv steuer liebhaberei	EUR	50	-100%	0%	Unbekannt																				
pv steuer mücke	EUR	50	0%	0%	Unbekannt																				
pv steuer paulchen	EUR	50	-100%	0%	Unbekannt																				
pv steuer rechner	EUR	50	0%	0%	Unbekannt																				
pv steuer rückwirkend	EUR	50	0%	0%	Unbekannt																				
pv steuer tool	EUR	50	0%	0%	Niedrig	14																			
pv steuer vereinfachung	EUR	50	0%	0%	Unbekannt																				
pv steuer änderung	EUR	50	0%	-100%	Unbekannt																				
pv steuer änderung 2023	EUR	0	0%	0%	Unbekannt																				
pv steuerbefreiung	EUR	50	0%	0%	Niedrig	9																			
pv steuerbefreiung 2023	EUR	50	0%	-100%	Unbekannt																				
pv steuererklärung 2022	EUR	50	0%	0%	Unbekannt																				
pv steuererleichterung	EUR	500	0%	0%	Niedrig	4	"0,03"	"3,31"																	
pv steuerfrei 2022	EUR	50	0%	0%	Niedrig	0																			
pv steuerfrei ab 2023	EUR	50	∞	∞	Niedrig	0																			
pv steuergesetz 2023	EUR	0	0%	0%	Unbekannt																				
pv steuerlich absetzen	EUR	50	0%	0%	Niedrig	24	"0,09"	"1,53"																	
pv steuern 2023	EUR	50	0%	-100%	Unbekannt																				
pv steuerprogramm	EUR	50	-100%	-100%	Unbekannt																				
pv steuerrechner	EUR	50	0%	0%	Unbekannt																				
pv steuerrechner excel	EUR	50	0%	0%	Unbekannt																				
pv steuerwissen	EUR	0	0%	0%	Unbekannt																				
pv steuerwissen 2023	EUR	0	0%	0%	Unbekannt																				
pv strom eigenverbrauch steuer	EUR	50	0%	0%	Mittel	59																			
pv strom eigenverbrauch versteuern	EUR	50	0%	0%	Niedrig	0																			
pv strom für warmwasser	EUR	50	0%	0%	Hoch	100	"0,31"	"1,36"																	
pv strom für wärmepumpe	EUR	50	0%	0%	Hoch	76	"0,68"	"1,62"																	
pv strom für wärmepumpe nutzen	EUR	50	0%	0%	Hoch	74	"0,69"	"1,95"																	
pv strom heizung	EUR	50	0%	0%	Hoch	98	"0,53"	"1,69"																	
pv strom steuer	EUR	50	0%	0%	Hoch	93																			
pv strom steuerfrei	EUR	50	0%	0%	Niedrig	19																			
pv strom versteuern	EUR	50	0%	0%	Niedrig	10																			
pv strom warmwasser	EUR	50	0%	0%	Hoch	100	"0,16"	"1,61"																	
pv stromspeicher preis	EUR	50	0%	0%	Hoch	100																			
pv umsatzsteuer	EUR	50	0%	0%	Niedrig	4																			
pv umsatzsteuer 2022	EUR	50	-100%	-100%	Unbekannt																				
pv umsatzsteuer auf eigenverbrauch	EUR	50	0%	0%	Niedrig	0																			
pv umsatzsteuer eigenverbrauch	EUR	50	0%	0%	Niedrig	6																			
pv umsatzsteuer eigenverbrauch 2023	EUR	50	-100%	0%	Unbekannt																				
pv umsatzsteuer rückwirkend	EUR	0	0%	0%	Unbekannt																				
pv umsatzsteuer zurück	EUR	50	0%	0%	Unbekannt																				
pv umsatzsteuerbefreiung 2023	EUR	50	0%	0%	Niedrig	0																			
pv umsatzsteuererklärung	EUR	500	-90%	-90%	Niedrig	8	"0,01"	"0,61"																	
pv umsatzsteuerfrei	EUR	50	0%	0%	Niedrig	1																			
pv umsatzsteuerfrei 2023	EUR	50	0%	-100%	Unbekannt																				
pv umsatzsteuervoranmeldung 2023	EUR	0	0%	-100%	Unbekannt																				
pv umsatzsteuervoranmeldung eigenverbrauch	EUR	50	0%	-100%	Unbekannt																				
pv und speicher förderung	EUR	50	0%	0%	Hoch	86	"2,81"	"16,30"																	
pv und steuer	EUR	50	0%	0%	Niedrig	17																			
pv und steuer 2023	EUR	0	0%	0%	Unbekannt																				
pv unter 10 kwp steuer	EUR	50	0%	0%	Niedrig	29																			
pv unterkonstruktion kosten	EUR	50	0%	0%	Hoch	100																			
pv ust 2023	EUR	50	-100%	-100%	Unbekannt																				
pv vereinfachungsregelung	EUR	50	0%	0%	Niedrig	6																			
pv vereinfachungsregelung 2023	EUR	50	∞	0%	Niedrig	0																			
pv vergütung nach 20 jahren	EUR	50	0%	0%	Mittel	37	"0,14"	"0,79"																	
pv versteuern	EUR	50	0%	0%	Niedrig	21																			
pv von steuer absetzen	EUR	50	0%	0%	Niedrig	10																			
pv vorsteuer	EUR	50	0%	∞	Niedrig	0																			
pv vorsteuerabzug	EUR	50	0%	0%	Niedrig	0																			
pv wechselrichter kosten	EUR	50	0%	0%	Hoch	100																			
pv ziegel preis	EUR	50	0%	0%	Hoch	87	"0,59"	"1,36"																	
pv zuschuss 2022	EUR	50	0%	0%	Unbekannt																				
pv änderung 2023 steuer	EUR	0	0%	0%	Unbekannt																				
pv änderungen 2023 steuer	EUR	50	0%	0%	Unbekannt																				
pv änderungen 2023 umsatzsteuer	EUR	0	0%	0%	Unbekannt																				
pv über 10 kwp steuer	EUR	0	0%	0%	Unbekannt																				
pössl solaranlage kosten	EUR	50	0%	0%	Hoch	93																			
qm preis photovoltaik	EUR	50	0%	0%	Hoch	73	"1,15"	"2,93"																	
raspberry pi solaranlage steuern	EUR	50	∞	0%	Niedrig	0																			
rec pv module preis	EUR	50	0%	0%	Unbekannt																				
rec solarmodule preis	EUR	50	-100%	0%	Unbekannt																				
rechner photovoltaik steuer	EUR	50	0%	0%	Unbekannt																				
rechner pv anlage steuer	EUR	0	0%	0%	Unbekannt																				
rechnet sich ein batteriespeicher	EUR	50	0%	0%	Hoch	67	"0,74"	"2,12"																	
rechnet sich eine photovoltaikanlage noch	EUR	50	0%	0%	Hoch	73	"0,89"	"3,37"																	
rechnet sich eine pv anlage 2022	EUR	0	0%	0%	Unbekannt																				
rechnet sich noch eine photovoltaikanlage	EUR	50	-100%	0%	Unbekannt																				
rechnet sich photovoltaik noch	EUR	50	0%	0%	Hoch	71	"0,87"	"2,69"																	
rechnet sich solaranlage für warmwasser	EUR	50	0%	0%	Unbekannt																				
rechnet sich solarthermie	EUR	50	0%	0%	Mittel	48	"0,08"	"0,98"																	
rechnung pv anlage finanzamt	EUR	50	0%	0%	Unbekannt																				
rechnung pv anlage steuer	EUR	50	-100%	-100%	Unbekannt																				
regelbesteuerung kleinunternehmer pv anlage	EUR	50	-100%	-100%	Unbekannt																				
regelbesteuerung oder kleinunternehmer pv	EUR	50	0%	0%	Niedrig	0																			
regelbesteuerung oder kleinunternehmerregelung bei photovoltaik	EUR	50	∞	0%	Niedrig	4																			
regelbesteuerung oder kleinunternehmerregelung bei photovoltaik rechner	EUR	0	0%	0%	Unbekannt																				
regelbesteuerung photovoltaik	EUR	50	0%	0%	Niedrig	23																			
regelbesteuerung photovoltaikanlage	EUR	50	0%	0%	Niedrig	14																			
regelbesteuerung pv anlage 2022	EUR	50	∞	∞	Niedrig	0																			
regelbesteuerung pv anlage 2023	EUR	50	∞	0%	Niedrig	0																			
regelbesteuerung pv anlage anmelden	EUR	50	0%	0%	Unbekannt																				
regelbesteuerung pv anlage elster	EUR	0	0%	-100%	Unbekannt																				
rentabilität solaranlage warmwasser	EUR	50	0%	∞	Niedrig	0																			
rentiert sich eine photovoltaikanlage noch	EUR	50	0%	0%	Hoch	73	"0,61"	"2,93"																	
rentiert sich eine solaranlage noch	EUR	50	0%	0%	Hoch	86																			
rentiert sich photovoltaik noch	EUR	50	0%	0%	Hoch	86	"1,04"	"2,90"																	
rentiert sich solarthermie	EUR	50	0%	0%	Mittel	36																			
rhein sieg kreis förderung photovoltaik 2022	EUR	0	0%	0%	Unbekannt																				
rheinland pfalz pv förderung	EUR	50	0%	0%	Mittel	54	"1,56"	"6,62"																	
rote pv module kosten	EUR	50	0%	∞	Hoch	93																			
rückbau photovoltaikanlage kosten	EUR	50	0%	0%	Mittel	61																			
rückbau solaranlage kosten	EUR	50	0%	0%	Niedrig	31																			
rückerstattung umsatzsteuer photovoltaikanlage	EUR	50	-100%	-100%	Unbekannt																				
sab förderung photovoltaik 2022	EUR	0	0%	0%	Unbekannt																				
sab förderung stromspeicher	EUR	50	0%	-100%	Unbekannt																				
sab förderung stromspeicher 2022	EUR	50	0%	0%	Unbekannt																				
salzwasser batteriespeicher kosten	EUR	50	0%	∞	Hoch	95																			
salzwasser speicher strom	EUR	50	-100%	0%	Unbekannt																				
salzwasser stromspeicher kosten	EUR	50	0%	0%	Unbekannt																				
salzwasserspeicher kosten	EUR	50	∞	0%	Hoch	79																			
salzwasserspeicher pv kosten	EUR	50	0%	0%	Unbekannt																				
salzwasserspeicher strom	EUR	50	0%	0%	Hoch	100	"0,16"	"1,18"																	
selbst erzeugten strom versteuern	EUR	50	0%	0%	Niedrig	14																			
selbst produzierten strom versteuern	EUR	50	0%	-100%	Unbekannt																				
selbst verbrauchten strom versteuern	EUR	50	0%	0%	Niedrig	0																			
selbstgenutzter solarstrom versteuern	EUR	50	0%	0%	Unbekannt																				
selbstgenutzter strom photovoltaik steuer	EUR	50	0%	0%	Niedrig	14																			
selbstverbrauch photovoltaik steuer	EUR	50	0%	-100%	Unbekannt																				
selbstverbrauch photovoltaik umsatzsteuer	EUR	50	0%	0%	Niedrig	0																			
senec 10 kwh speicher preis	EUR	50	0%	0%	Hoch	100																			
senec batteriespeicher kosten	EUR	50	0%	0%	Hoch	100																			
senec cloud speicher preise	EUR	50	0%	-100%	Unbekannt																				
senec home speicher preis	EUR	50	0%	0%	Hoch	95																			
senec home stromspeicher preis	EUR	50	∞	∞	Hoch	100																			
senec komplettpaket kosten	EUR	50	0%	0%	Unbekannt																				
senec notstrombox kosten	EUR	50	0%	0%	Unbekannt																				
senec notstromfunktion kosten	EUR	50	∞	0%	Niedrig	0																			
senec pv anlage kosten	EUR	50	0%	∞	Niedrig	0																			
senec pv speicher preis	EUR	50	0%	0%	Unbekannt																				
senec solar 335m hc g2 1 preis	EUR	50	0%	0%	Unbekannt																				
senec solarspeicher preis	EUR	50	0%	0%	Hoch	100																			
senec speicher 5 kwh preis	EUR	50	-100%	-100%	Unbekannt																				
senec speicher garantieverlängerung kosten	EUR	50	0%	-100%	Unbekannt																				
senec speicher notstrom kosten	EUR	50	0%	0%	Unbekannt																				
senec strom cloud tarife	EUR	50	-100%	-100%	Unbekannt																				
senec stromspeicher kosten	EUR	50	0%	0%	Hoch	75																			
sma solar speicher kosten	EUR	50	0%	0%	Unbekannt																				
smart meter photovoltaik kosten	EUR	50	0%	0%	Hoch	89	"0,62"	"1,88"																	
smartsteuer photovoltaik rechner	EUR	0	0%	0%	Unbekannt																				
smartsteuer pv anlage rechner	EUR	0	0%	0%	Unbekannt																				
smartsteuer pv rechner	EUR	50	0%	0%	Unbekannt																				
so lohnt sich photovoltaik	EUR	50	0%	-100%	Unbekannt																				
solar 2022 förderung	EUR	50	0%	0%	Unbekannt																				
solar 2023 steuer	EUR	50	0%	0%	Unbekannt																				
solar ab 2023 steuerfrei	EUR	50	0%	0%	Unbekannt																				
solar akku förderung	EUR	50	0%	0%	Hoch	74	"0,91"	"2,61"																	
solar akku preis	EUR	50	0%	0%	Hoch	100	"0,21"	"0,86"																	
solar anlage warmwasser	EUR	50	0%	0%	Mittel	43																			
solar aufs dach lohnt sich das	EUR	50	-100%	-100%	Unbekannt																				
solar balkon kosten	EUR	50	0%	0%	Hoch	100	"0,61"	"3,44"																	
solar balkon preise	EUR	50	0%	0%	Hoch	100	"0,76"	"1,53"																	
solar batterie förderung	EUR	50	∞	0%	Hoch	95	"0,58"	"1,52"																	
solar batteriespeicher förderung	EUR	50	0%	0%	Niedrig	29																			
solar batteriespeicher preis	EUR	50	0%	0%	Hoch	91	"0,84"	"3,14"																	
solar bausatz warmwasser	EUR	50	-100%	-100%	Unbekannt																				
solar carport preise	EUR	500	-90%	-90%	Hoch	100	"0,63"	"1,87"																	
solar eigenverbrauch steuer	EUR	50	0%	0%	Niedrig	5																			
solar eigenverbrauch versteuern	EUR	50	∞	0%	Niedrig	0																			
solar einkommensteuer	EUR	50	0%	0%	Niedrig	14																			
solar finanzamt	EUR	50	-100%	-100%	Unbekannt																				
solar flachkollektor warmwasser	EUR	50	0%	0%	Hoch	100																			
solar flachkollektoren preise	EUR	50	-100%	-100%	Unbekannt																				
solar flower kosten	EUR	50	-100%	-100%	Unbekannt																				
solar förderung bund	EUR	50	0%	0%	Hoch	86	"2,06"	"3,42"																	
solar förderungen 2022	EUR	50	0%	0%	Hoch	71																			
solar für heizung und warmwasser preise	EUR	50	-100%	-100%	Unbekannt																				
