Keyword Stats 2026-06-18 at 15_27_27
1. Juni 2025 - 31. Mai 2026
Keyword	Currency	Avg. monthly searches	Änderung über drei Monate	Änderung im Jahresvergleich	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Ad impression share	Organic impression share	Organic average position	In account?	In plan?	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026	Searches: Mar 2026	Searches: Apr 2026	Searches: May 2026
stromverbrauch 4 personen haushalt mit wärmepumpe	EUR	50	0%	0%	Niedrig	33	"0,55"	"2,60"																	
stromverbrauch 4 personen haushalt wärmepumpe	EUR	50	0%	0%	Mittel	36																			
stromverbrauch 4 personen mit luftwärmepumpe	EUR	50	-100%	-100%	Unbekannt																				
stromverbrauch 4 personen mit wärmepumpe	EUR	500	-90%	-90%	Mittel	39	"0,32"	"1,51"																	
stromverbrauch 4 personen wärmepumpe	EUR	50	0%	0%	Niedrig	31	"0,45"	"1,49"																	
stromverbrauch 6 kw wärmepumpe	EUR	50	0%	0%	Mittel	59	"0,30"	"1,21"																	
stromverbrauch 8 kw wärmepumpe	EUR	50	0%	0%	Mittel	49	"0,23"	"0,86"																	
stromverbrauch abluftwärmepumpe	EUR	50	-100%	-100%	Unbekannt																				
stromverbrauch alte gasheizung	EUR	50	0%	0%	Niedrig	0																			
stromverbrauch bei erdwärme	EUR	50	0%	0%	Mittel	51	"0,66"	"1,58"																	
stromverbrauch bei erdwärmeheizung	EUR	50	0%	0%	Mittel	43																			
stromverbrauch bei luftwärmepumpe	EUR	500	0%	0%	Mittel	56	"0,37"	"1,49"																	
stromverbrauch berechnen mit wärmepumpe	EUR	50	0%	0%	Mittel	65	"0,39"	"0,96"																	
stromverbrauch brauchwasser wärmepumpe	EUR	50	0%	0%	Mittel	59	"0,25"	"1,45"																	
stromverbrauch brötje wärmepumpe	EUR	50	0%	0%	Niedrig	21																			
stromverbrauch buderus gasheizung	EUR	50	0%	0%	Niedrig	0																			
stromverbrauch daikin altherma	EUR	50	-100%	-100%	Unbekannt																				
stromverbrauch daikin altherma 3 h ht	EUR	50	-100%	-100%	Unbekannt																				
stromverbrauch dimplex wärmepumpe	EUR	50	0%	0%	Niedrig	21																			
stromverbrauch efh wärmepumpe	EUR	50	0%	0%	Niedrig	23																			
stromverbrauch einer luft wasser wärmepumpe	EUR	50	0%	0%	Hoch	86																			
stromverbrauch einer luft wärmepumpe im jahr	EUR	50	0%	0%	Hoch	86																			
stromverbrauch einer wärmepumpe im altbau	EUR	50	0%	0%	Hoch	83	"0,25"	"1,98"																	
stromverbrauch einer wärmepumpe pro jahr	EUR	50	0%	0%	Hoch	86	"0,50"	"2,06"																	
stromverbrauch einfamilienhaus 2 personen wärmepumpe	EUR	50	0%	0%	Niedrig	14																			
stromverbrauch einfamilienhaus 3 personen wärmepumpe	EUR	50	-100%	-100%	Unbekannt																				
stromverbrauch einfamilienhaus 4 personen mit wärmepumpe	EUR	50	0%	0%	Mittel	36																			
stromverbrauch einfamilienhaus mit erdwärmepumpe	EUR	500	0%	0%	Niedrig	32	"0,36"	"1,73"																	
stromverbrauch einfamilienhaus mit luft wasser wärmepumpe	EUR	50	0%	0%	Mittel	63	"0,32"	"1,32"																	
stromverbrauch einfamilienhaus mit wärmepumpe pro jahr	EUR	500	0%	900%	Mittel	41	"0,28"	"1,48"																	
stromverbrauch einfamilienhaus mit wärmepumpe pro tag	EUR	500	0%	0%	Niedrig	31	"0,24"	"1,28"																	
stromverbrauch einfamilienhaus wärmepumpe	EUR	500	0%	0%	Niedrig	32	"0,36"	"1,73"																	
stromverbrauch erdsonden wärmepumpe	EUR	50	0%	-100%	Unbekannt																				
stromverbrauch erdwärme	EUR	50	0%	0%	Mittel	51	"0,66"	"1,58"																	
stromverbrauch erdwärmeheizung	EUR	50	0%	0%	Mittel	43																			
stromverbrauch erdwärmepumpe 4 personen	EUR	50	-100%	-100%	Unbekannt																				
stromverbrauch erdwärmepumpe berechnen	EUR	500	0%	0%	Hoch	72	"0,51"	"1,92"																	
stromverbrauch erdwärmepumpe einfamilienhaus	EUR	500	0%	0%	Mittel	61	"0,27"	"1,49"																	
stromverbrauch erdwärmepumpe im jahr	EUR	50	0%	0%	Hoch	71																			
stromverbrauch erdwärmepumpe pro jahr	EUR	50	0%	0%	Mittel	57																			
stromverbrauch für wärmepumpe	EUR	50000	-90%	0%	Hoch	69	"0,35"	"1,47"																	
stromverbrauch gasheizung einfamilienhaus	EUR	50	0%	0%	Niedrig	27																			
stromverbrauch gasheizung mehrfamilienhaus	EUR	50	0%	0%	Niedrig	7																			
stromverbrauch gasheizung vaillant	EUR	50	0%	0%	Niedrig	0																			
stromverbrauch gasheizung viessmann	EUR	50	0%	0%	Niedrig	5																			
stromverbrauch grundwasserwärmepumpe	EUR	50	0%	0%	Mittel	39																			
stromverbrauch haus mit luftwärmepumpe	EUR	50	0%	0%	Mittel	36																			
stromverbrauch haus wärmepumpe	EUR	50	0%	0%	Mittel	60	"0,43"	"5,49"																	
stromverbrauch haushalt luftwärmepumpe	EUR	50	0%	0%	Unbekannt																				
stromverbrauch haushalt mit luftwärmepumpe	EUR	50	0%	-100%	Unbekannt																				
stromverbrauch haushalt wärmepumpe	EUR	50	0%	0%	Mittel	40																			
stromverbrauch heizung wärmepumpe	EUR	50	0%	0%	Hoch	86																			
stromverbrauch hochtemperatur wärmepumpe	EUR	50	0%	0%	Mittel	43	"0,25"	"0,82"																	
stromverbrauch inkl wärmepumpe	EUR	50	0%	0%	Mittel	61	"0,48"	"1,23"																	
stromverbrauch kfw 55 haus wärmepumpe	EUR	50	0%	0%	Niedrig	4																			
stromverbrauch kfw 70 haus wärmepumpe	EUR	50	-100%	-100%	Unbekannt																				
stromverbrauch luft wasser wärmepumpe berechnen	EUR	50	0%	0%	Niedrig	0																			
stromverbrauch luft wasser wärmepumpe einfamilienhaus	EUR	50	0%	0%	Mittel	63	"0,32"	"1,32"																	
stromverbrauch luft wasser wärmepumpe im jahr	EUR	50	0%	0%	Mittel	64																			
stromverbrauch luft wasser wärmepumpe kfw 40	EUR	50	-100%	0%	Unbekannt																				
stromverbrauch luft wasser wärmepumpe kfw 55	EUR	50	0%	-100%	Unbekannt																				
stromverbrauch luft wasser wärmepumpe pro jahr	EUR	50	0%	0%	Mittel	38	"0,36"	"1,64"																	
stromverbrauch luft wasser wärmepumpe pro tag	EUR	50	0%	0%	Unbekannt																				
stromverbrauch luft wärmepumpe 4 personen	EUR	50	0%	-100%	Unbekannt																				
stromverbrauch luft wärmepumpe efh	EUR	50	-100%	-100%	Unbekannt																				
stromverbrauch luft wärmepumpe jahr	EUR	50	-100%	-100%	Unbekannt																				
stromverbrauch luftwärmepumpe 10 kw	EUR	50	0%	0%	Mittel	50																			
stromverbrauch luftwärmepumpe 20 kw	EUR	50	0%	0%	Hoch	79																			
stromverbrauch luftwärmepumpe altbau	EUR	50	-100%	-100%	Unbekannt																				
stromverbrauch luftwärmepumpe einfamilienhaus	EUR	50	0%	0%	Mittel	43																			
stromverbrauch luftwärmepumpe erdwärmepumpe	EUR	50	-100%	-100%	Unbekannt																				
stromverbrauch luftwärmepumpe im jahr	EUR	50	0%	0%	Niedrig	29																			
stromverbrauch luftwärmepumpe im winter	EUR	50	0%	0%	Mittel	52																			
stromverbrauch luftwärmepumpe mehrfamilienhaus	EUR	50	0%	-100%	Unbekannt																				
stromverbrauch luftwärmepumpe pro jahr einfamilienhaus	EUR	50	0%	0%	Niedrig	29																			
stromverbrauch luftwärmepumpe pro qm	EUR	50	0%	0%	Unbekannt																				
stromverbrauch luftwärmepumpe stiebel eltron	EUR	50	0%	-100%	Unbekannt																				
stromverbrauch luftwärmepumpe winter	EUR	50	-100%	-100%	Unbekannt																				
stromverbrauch lwp	EUR	50	0%	0%	Mittel	62																			
stromverbrauch lwp im jahr	EUR	50	0%	0%	Niedrig	14																			
stromverbrauch lwwp	EUR	50	∞	∞	Mittel	57																			
stromverbrauch mit luftwärmepumpe	EUR	50	0%	0%	Niedrig	14																			
stromverbrauch mitsubishi wärmepumpe	EUR	50	0%	0%	Unbekannt																				
stromverbrauch neubau mit wärmepumpe	EUR	50	0%	0%	Niedrig	29	"0,30"	"0,83"																	
stromverbrauch nibe f750	EUR	50	0%	0%	Niedrig	0																			
stromverbrauch pro tag mit wärmepumpe	EUR	50	0%	0%	Niedrig	31																			
stromverbrauch pro tag wärmepumpe	EUR	50	0%	0%	Niedrig	0																			
stromverbrauch sole wasser wärmepumpe	EUR	50	0%	0%	Niedrig	2																			
stromverbrauch sole wasser wärmepumpe pro jahr	EUR	50	0%	0%	Niedrig	31																			
stromverbrauch sole wärmepumpe	EUR	50	0%	0%	Mittel	50																			
stromverbrauch sole wärmepumpe einfamilienhaus	EUR	50	-100%	-100%	Unbekannt																				
stromverbrauch split wärmepumpe	EUR	50	0%	0%	Niedrig	14																			
stromverbrauch stiebel eltron wärmepumpe	EUR	50	0%	0%	Mittel	39	"0,24"	"2,53"																	
stromverbrauch viessmann vitocal 200 s	EUR	50	0%	0%	Niedrig	0																			
stromverbrauch viessmann wärmepumpe	EUR	50	0%	0%	Mittel	44	"0,29"	"1,52"																	
stromverbrauch vitocal 200 s	EUR	50	0%	0%	Niedrig	0																			
stromverbrauch von luftwärmepumpen	EUR	500	0%	0%	Mittel	56	"0,37"	"1,49"																	
stromverbrauch warmwasserwärmepumpe	EUR	50	0%	0%	Mittel	43																			
stromverbrauch wasser wasser wärmepumpe	EUR	50	0%	0%	Niedrig	29																			
stromverbrauch wasser wärmepumpe	EUR	50	0%	0%	Hoch	68	"0,21"	"0,90"																	
stromverbrauch wolf wärmepumpe	EUR	50	0%	0%	Niedrig	12																			
stromverbrauch wp berechnen	EUR	50	0%	0%	Hoch	80	"0,24"	"1,46"																	
stromverbrauch wärmepumpe 10 kw	EUR	50	0%	0%	Mittel	59	"0,22"	"1,31"																	
stromverbrauch wärmepumpe 11 kw	EUR	50	0%	0%	Hoch	93																			
stromverbrauch wärmepumpe 12 kw	EUR	50	0%	0%	Mittel	42	"0,31"	"1,17"																	
stromverbrauch wärmepumpe 120 qm	EUR	50	0%	0%	Mittel	55	"0,42"	"1,44"																	
stromverbrauch wärmepumpe 13 kw	EUR	50	0%	0%	Mittel	57	"0,28"	"1,31"																	
stromverbrauch wärmepumpe 14 kw	EUR	50	0%	0%	Hoch	86	"0,24"	"1,55"																	
stromverbrauch wärmepumpe 150m2	EUR	50	0%	0%	Hoch	67	"0,57"	"2,14"																	
stromverbrauch wärmepumpe 16 kw	EUR	50	0%	0%	Mittel	58	"0,18"	"0,70"																	
stromverbrauch wärmepumpe 160 qm	EUR	50	0%	0%	Mittel	44	"0,54"	"1,91"																	
stromverbrauch wärmepumpe 180 qm	EUR	50	0%	0%	Mittel	56	"0,29"	"2,34"																	
stromverbrauch wärmepumpe 2 personen	EUR	50	0%	0%	Hoch	71																			
stromverbrauch wärmepumpe 20 kw	EUR	50	0%	0%	Mittel	34																			
stromverbrauch wärmepumpe 200m2	EUR	50	0%	0%	Mittel	62																			
stromverbrauch wärmepumpe 300 qm	EUR	50	0%	0%	Niedrig	12																			
stromverbrauch wärmepumpe 4 personen	EUR	50	0%	0%	Mittel	50																			
stromverbrauch wärmepumpe 6 kw	EUR	50	0%	0%	Mittel	50																			
stromverbrauch wärmepumpe 7 kw	EUR	50	0%	0%	Mittel	48	"0,31"	"1,04"																	
stromverbrauch wärmepumpe 8 kw	EUR	50	0%	0%	Mittel	46																			
stromverbrauch wärmepumpe altbau berechnen	EUR	500	0%	900%	Hoch	68	"0,62"	"1,69"																	
stromverbrauch wärmepumpe am tag	EUR	50	0%	0%	Mittel	40	"0,08"	"0,48"																	
stromverbrauch wärmepumpe bei kälte	EUR	50	-100%	0%	Unbekannt																				
stromverbrauch wärmepumpe dezember	EUR	50	0%	0%	Niedrig	25																			
stromverbrauch wärmepumpe durchschnitt	EUR	50	0%	0%	Niedrig	29																			
stromverbrauch wärmepumpe erdwärme	EUR	50	0%	0%	Mittel	38																			
stromverbrauch wärmepumpe für warmwasser	EUR	50	0%	0%	Mittel	37	"0,18"	"0,50"																	
stromverbrauch wärmepumpe haus	EUR	50	0%	0%	Hoch	71	"0,23"	"1,16"																	
stromverbrauch wärmepumpe heizung warmwasser	EUR	50	-100%	-100%	Unbekannt																				
stromverbrauch wärmepumpe im jahr	EUR	500	0%	0%	Hoch	67	"0,33"	"1,78"																	
stromverbrauch wärmepumpe im jahresverlauf	EUR	50	0%	0%	Niedrig	22	"0,29"	"1,55"																	
stromverbrauch wärmepumpe im winter	EUR	50	0%	0%	Mittel	50	"0,27"	"1,27"																	
stromverbrauch wärmepumpe jahr	EUR	500	0%	0%	Hoch	67	"0,33"	"1,78"																	
stromverbrauch wärmepumpe jahresverlauf	EUR	50	0%	0%	Niedrig	27	"0,15"	"0,54"																	
stromverbrauch wärmepumpe kfw 40	EUR	50	0%	0%	Niedrig	5																			
stromverbrauch wärmepumpe kfw 40 haus	EUR	50	0%	0%	Niedrig	0																			
stromverbrauch wärmepumpe kfw 70 haus	EUR	50	∞	0%	Niedrig	29																			
stromverbrauch wärmepumpe kwh	EUR	50	0%	0%	Niedrig	0																			
stromverbrauch wärmepumpe luft	EUR	50	0%	0%	Mittel	43																			
stromverbrauch wärmepumpe luft wasser	EUR	500	-90%	-90%	Mittel	60	"0,42"	"1,76"																	
stromverbrauch wärmepumpe mit pv	EUR	50	0%	0%	Niedrig	7																			
stromverbrauch wärmepumpe neubau	EUR	50	0%	0%	Niedrig	17																			
stromverbrauch wärmepumpe photovoltaik	EUR	50	0%	0%	Mittel	43																			
stromverbrauch wärmepumpe pro m2	EUR	50	0%	0%	Mittel	52																			
stromverbrauch wärmepumpe pro monat	EUR	500	0%	0%	Mittel	50	"0,33"	"1,55"																	
stromverbrauch wärmepumpe pro quadratmeter	EUR	50	0%	0%	Hoch	86																			
stromverbrauch wärmepumpe pro stunde	EUR	50	0%	0%	Niedrig	21	"0,22"	"1,31"																	
stromverbrauch wärmepumpe pro tag im winter	EUR	500	0%	900%	Mittel	41	"0,17"	"1,09"																	
stromverbrauch wärmepumpe stiebel eltron	EUR	50	0%	0%	Mittel	48																			
stromverbrauch wärmepumpe tiefenbohrung	EUR	50	-100%	-100%	Unbekannt																				
stromverbrauch wärmepumpe vaillant	EUR	50	0%	0%	Hoch	71	"0,13"	"0,86"																	
stromverbrauch wärmepumpe vergleich	EUR	50	0%	0%	Hoch	79																			
stromverbrauch wärmepumpe vergleich gasheizung	EUR	50	0%	0%	Hoch	73	"0,48"	"1,79"																	
stromverbrauch wärmepumpe viessmann	EUR	50	0%	0%	Mittel	45	"0,18"	"1,04"																	
stromverbrauch wärmepumpe viessmann vitocal	EUR	50	0%	0%	Niedrig	25	"0,22"	"0,55"																	
stromverbrauch wärmepumpe vs gasheizung	EUR	50	0%	0%	Mittel	61	"0,84"	"2,17"																	
stromverbrauch wärmepumpe warmwasser	EUR	500	0%	0%	Hoch	80	"0,20"	"1,17"																	
stromverbrauch wärmepumpe winter pro tag	EUR	50	0%	0%	Niedrig	29																			
stromverbrauch wärmepumpe zu hoch	EUR	50	0%	0%	Mittel	43																			
stromverbrauch wärmepumpe zweifamilienhaus	EUR	50	0%	0%	Mittel	51	"0,22"	"1,09"																	
stromverbrauch wärmepumpe übers jahr	EUR	50	0%	0%	Mittel	49	"0,15"	"0,60"																	
stromverbrauch wärmetauscher	EUR	50	0%	0%	Niedrig	29																			
stromverbrauch wärmetauscher heizung	EUR	50	∞	0%	Niedrig	0																			
stromvergleich wärmepumpe und strom	EUR	50	0%	0%	Unbekannt																				
stromzähler für wärmepumpe kosten	EUR	50	0%	0%	Mittel	49	"0,16"	"1,48"																	
stromzähler wärmepumpe kosten	EUR	50	0%	0%	Mittel	46	"0,15"	"1,08"																	
tagesverbrauch wärmepumpe	EUR	50	0%	0%	Mittel	42	"0,23"	"1,43"																	
tagesverbrauch wärmepumpe winter	EUR	50	0%	0%	Niedrig	25																			
tarifvergleich strom wärmepumpe	EUR	50	0%	0%	Hoch	86	"1,32"	"3,81"																	
tausch gas wärmepumpe	EUR	50	0%	0%	Unbekannt																				
tausch gastherme wärmepumpe	EUR	50	0%	0%	Hoch	86																			
tecalor thz 5.5 eco kosten	EUR	50	0%	0%	Niedrig	14																			
tecalor wartung kosten	EUR	50	0%	0%	Niedrig	15																			
tecalor wärmepumpe kosten	EUR	50	0%	0%	Hoch	89	"1,07"	"2,41"																	
tecalor wärmepumpe stromverbrauch	EUR	50	0%	0%	Niedrig	0																			
tensio c von remeha kosten	EUR	0	0%	0%	Unbekannt																				
test gas hybridheizung	EUR	50	0%	-100%	Unbekannt																				
thermia wärmepumpe kosten	EUR	50	0%	0%	Mittel	48	"1,18"	"1,95"																	
tiefenbohrung erdwärme förderung	EUR	50	0%	0%	Hoch	73	"0,71"	"2,69"																	
tiefenbohrung erdwärme preis	EUR	50	-100%	-100%	Unbekannt																				
tiefenbohrung förderung	EUR	50	0%	0%	Hoch	83	"0,55"	"2,70"																	
tiefenbohrung kosten erdwärme	EUR	500	0%	0%	Hoch	68	"0,64"	"2,49"																	
tiefenbohrung wasser kosten	EUR	50	0%	0%	Niedrig	19																			
tiefenbohrungen für erdwärme kosten	EUR	50	-100%	-100%	Unbekannt																				
tiefensonde erdwärme kosten	EUR	50	0%	0%	Unbekannt																				
tiefensonde wärmepumpe kosten	EUR	50	0%	0%	Unbekannt																				
trinkwasser wärmepumpe kosten	EUR	50	0%	0%	Hoch	100	"0,66"	"1,22"																	
trinkwasser wärmepumpe stromverbrauch	EUR	50	0%	0%	Niedrig	11																			
täglicher stromverbrauch wärmepumpe	EUR	50	0%	0%	Niedrig	33																			
täglicher verbrauch wärmepumpe	EUR	50	-100%	-100%	Unbekannt																				
umbau ölheizung auf luftwärmepumpe kosten	EUR	50	0%	0%	Hoch	86																			
umrechnung gasheizung auf wärmepumpe	EUR	50	∞	0%	Hoch	86	"1,06"	"1,91"																	
umrechnung gasheizung wärmepumpe	EUR	50	0%	0%	Hoch	83	"0,57"	"1,67"																	
umrüsten auf erdwärme kosten	EUR	50	0%	0%	Unbekannt																				
umrüstung auf wärmepumpe förderung	EUR	50	0%	0%	Hoch	86	"2,03"	"7,10"																	
umrüstung gas auf erdwärme kosten	EUR	50	0%	0%	Unbekannt																				
umrüstung gas auf luftwärmepumpe kosten	EUR	50	0%	0%	Hoch	71																			
umrüstung heizung öl auf wärmepumpe kosten	EUR	50	0%	0%	Hoch	86																			
umrüstung von gas auf wärmepumpe kosten	EUR	50	0%	0%	Hoch	83	"2,01"	"7,46"																	
umrüstung wärmepumpe förderung	EUR	50	0%	0%	Mittel	48																			
umrüstung ölheizung auf luftwärmepumpe kosten	EUR	50	-100%	-100%	Unbekannt																				
umstellen von gas auf wärmepumpe	EUR	50	0%	0%	Hoch	71	"1,30"	"5,42"																	
umstellung gasheizung auf wärmepumpe förderungen	EUR	50	0%	∞	Hoch	71																			
umstellung von gas auf luftwärmepumpe förderung	EUR	50	0%	0%	Unbekannt																				
umweltfreundlich heizen altbau	EUR	50	0%	0%	Mittel	52																			
vaillant arostor vwl bm 270 5 stromverbrauch	EUR	50	0%	0%	Mittel	53																			
vaillant arotherm plus erfahrungen altbau	EUR	50	0%	-90%	Niedrig	32	"0,79"	"2,13"																	
vaillant arotherm plus kosten	EUR	50	0%	0%	Hoch	96	"1,40"	"3,74"																	
vaillant arotherm plus vwl 125 6 stromverbrauch	EUR	50	0%	0%	Niedrig	0																			
vaillant arotherm split stromverbrauch	EUR	50	-100%	-100%	Unbekannt																				
vaillant arotherm stromverbrauch	EUR	50	0%	0%	Niedrig	0																			
vaillant flexocompact vwf 58 4 stromverbrauch	EUR	50	0%	-100%	Unbekannt																				
vaillant gasheizung einschalten	EUR	50	0%	0%	Niedrig	0																			
vaillant gasheizung wasser nachfüllen	EUR	50	0%	0%	Niedrig	1																			
vaillant gastherme verliert wasser	EUR	50	0%	0%	Niedrig	7																			
vaillant geotherm & gasheizung	EUR	50	0%	0%	Unbekannt																				
vaillant geotherm plus vws 102 2 kosten	EUR	50	0%	0%	Unbekannt																				
vaillant luft wasser wärmepumpe preis	EUR	50	0%	0%	Hoch	96	"0,94"	"2,81"																	
vaillant luft wasser wärmepumpe stromverbrauch	EUR	50	-100%	0%	Unbekannt																				
vaillant luft wärmepumpe altbau	EUR	50	0%	0%	Unbekannt																				
vaillant luftwärmepumpe kosten	EUR	50	0%	0%	Hoch	96	"0,95"	"2,87"																	
vaillant luftwärmepumpe warmwasser	EUR	50	0%	0%	Hoch	100																			
vaillant warmwasser wärmepumpe preise	EUR	50	0%	-100%	Unbekannt																				
vaillant wärmepumpe altbau erfahrungen	EUR	50	0%	0%	Hoch	74	"0,90"	"2,39"																	
vaillant wärmepumpe arotherm plus stromverbrauch	EUR	50	0%	0%	Niedrig	31																			
verbrauch einer luft wärmepumpe	EUR	50	0%	∞	Hoch	74	"0,84"	"3,91"																	
verbrauch erdwärmepumpe	EUR	50	0%	0%	Niedrig	21																			
verbrauch erdwärmepumpe einfamilienhaus	EUR	50	0%	0%	Mittel	54	"0,43"	"1,30"																	
